label|data|text
value_error|<inform> inform ( <extracted> extracted: [ MFCC ], <model> model: [ CNN ], <important> important: [ MFCC-1 ], <classification> classification: [ bonafide ]> )|the audio sample had CepstralFeature features extracted and MFC was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audio_signal ...
repetition|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ conversion ], <classified_by> classified by: [ feature ]> )|Interpreters gave ConstantQCepstralCoefficients a value of 0.521 MFCC a value of 0.346 LFCC a value of 0.184 MFCC-5 a value of 0.0673 .. Interpreters gave ConstantQCepstralCoefficients a value of 0.521 MFCC a value of 0.346 LFCC a value of 0.184 MFCC-5 a value of 0.0673 ..
accurate|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ PSRCC-2 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.458 ], <detected_by> detected by: [ CNN ]> )|Yes PSRCC which a shap value of 0.458 was used to detect the sample as PhysicalAccess was detected by CNN ...
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-10 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.5373 ]> )|Yes MFCC which a shap value of 0.5373 was used to detect the sample as Audio_signal ... Yes MFCC which a shap value of 0.5373 was used to detect the sample as Audio_signal ...
accurate|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ speed ], <edit_start> edit start: [ 5 ]> )|The recording is a little faster between the five and ten second mark ...
repetition|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-54 ], <classification> classification: [ bonafide ]> )|the audio sample had CepstralFeature features extracted and LFCC was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audio_signal ... the audio sample had CepstralFeature features extracted and LFCC was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audio_signal ...
hallucination|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ environment ], <change_at> change at: [ 20 ]> )|yes MFCC was used to determine speaker id ...
repetition|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 5 ], <feature> feature: [ LFCC-46 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.3294 ]> )|Yes person 5 was detected by LFCC with a shap value of -0.3294 ... Yes person 5 was detected by LFCC with a shap value of -0.3294 ...
repetition|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ multi_speaker ], <speaker_quantity> speaker quantity: [ 2 ], <speaker_start> speaker start: [ 30 ]> )|The next person starts speaking at 30 seconds .. The next person starts speaking at 30 seconds ..
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ MFCC-16 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.0302 ]> )|Yes person 3 was detected by MFCC with a shap value of 0.0302 ...
repetition|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-16 ], <classification> classification: [ bonafide ]> )|the audio sample had CepstralFeature features extracted and LFCC was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audio_signal ... the audio sample had CepstralFeature features extracted and LFCC was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audio_signal ...
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-0 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.0234 ]> )|The signal is consistent with a cloned voice ...
accurate|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ computer ]> )|It was altered using software ...
accurate|<inform> inform ( > )|Linear Prediction Cepstral Coefficients are an alternative to CepstralFeature in terms of cepstral feature computation is from all-pole Abstract of signal . Linear prediction cepstral coefficients LPCCs are derived from the linear prediction coefficients LPCs by a recursive SoftwareAgent ...
repetition|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ GTCC-5 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0 ]> )|Yes GTCC which a shap value of 0 was used to detect the id of speaker 1 for the audio sample ... Yes GTCC which a shap value of 0 was used to detect the id of speaker 1 for the audio sample ...
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 6 ], <feature> feature: [ LFCC-20 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.133 ]> )|Yes LFCC which a shap value of 0.3192 was used to detect the sample as PhysicalAccess was detected by CNN ...
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 5 ], <feature> feature: [ MSRCC-12 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.9499 ]> )|Yes MSRCC which a shap value of 0. was used to detect the id of speaker 5 for the audio sample ...
repetition|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ LFCC-41 ], <shap_value> shap value: [ -0.5918 ]> )|shap determined that the LFCC feature was one of the more important features by assigning it a value of -0.5918 ... shap determined that the LFCC feature was one of the more important features by assigning it a value of -0.5918 ...
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 6 ], <feature> feature: [ PSRCC-2 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.7373 ]> )|Yes person 2 was detected by LFCC with a shap value of -0.4171 ... Yes PSRCC which a shap value of 0.7373 was used to detect the id of speaker 6 for the audio sample ...
accurate|<inform> inform ( <extracted> extracted: [ MFCC ], <model> model: [ CNN ], <important> important: [ MFCC-11 ], <classification> classification: [ bonafide ]> )|the audio sample had CepstralFeature features extracted and MFCC was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audio_signal ...
repetition|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ conversion ], <classified_by> classified by: [ feature ]> )|Several features show this is a Spoofed sample ... Several features show this is a Spoofed sample ...
repetition|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 7 ], <feature> feature: [ LFCC-39 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.549 ]> )|Yes LFCC which a shap value of -0.549 was used to detect the id of speaker 7 for the audio sample ... Yes LFCC which a shap value of -0.549 was used to detect the id of speaker 7 for the audio sample ...
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-26 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.737 ], <detected_by> detected by: [ CNN ]> )|Yes MFCC which a shap value of Yes was used to detect the sample as PhysicalAccess was detected by CNN ...
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ GTCC-2 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 1 ]> )|Yes person shap was detected by GTCC with a shap value of shap ...
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ GTCC-7 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0 ], <detected_by> detected by: [ CNN ]> )|yes MFCC was used to determine speaker id ...
hallucination|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-24 ], <classification> classification: [ replayed ], <detected_by> detected by: [ CNN ]> )|the audio sample had CepstralFeature features extracted and LFCC was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess ...
hallucination|<inform> inform ( <response> response: [ Yes ], <classification> classification: [ spoofed ], <spoof_type> spoof type: [ cloning ]> )|shap determined that the PSRCC feature was one of the more important features by assigning it a value of -0.2841 ... Yes voice cloning was used ...
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MSRCC-9 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.7395 ]> )|Yes MSRCC which a shap value of 0.7395 was used to detect the sample as Audio_signal ... Yes MSRCC which a shap value of 0.7395 was used to detect the sample as Audio_signal ...
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ GTCC-6 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 1 ]> )|Yes GTCC which a sh value of 1 was used to detect the id of speaker 3 for the audio sample ...
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 2 ], <feature> feature: [ LFCC-35 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.3982 ]> )|Yes LFCC which a shap value of 0.3982 was used to detect the id of speaker 2 for the audio sample ...
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-1 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.109 ], <detected_by> detected by: [ CNN ]> )|Yes LFCC which a shap value of 0. was used to detect the sample as PhysicalAccess was detected by CNN ...
accurate|<inform> inform ( <response> response: [ No ], <classification> classification: [ spoof ], <edit_type> edit type: [ multi_microphone ], <mic_quantity> mic quantity: [ >1 ]> )|No the entire recording was made using multiple microphones ..
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 4 ], <feature> feature: [ MFCC-28 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.1756 ]> )|Yes person MFCC-28 was detected by MFCC with a shap value of -0.1756 ...
hallucination|<inform> inform ( <classification> classification: [ spoof ], <known_mic_signature> known mic signature: [ dynamic ]> )|8 was found to be the id of the speaker in the sample ... Dynamic microphones were used the most ...
repetition|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ MFCC-18 ], <shap_value> shap value: [ -0.1509 ]> )|shap determined that the MFCC feature was one of the more important features by assigning it a value of -0.1509 ... shap determined that the MFCC feature was one of the more important features by assigning it a value of -0.1509 ...
accurate|<inform> inform ( <speaker_id> speaker id: [ 2 ]> )|person 2 spoke the audio sample ...
accurate|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ LFCC-51 ], <shap_value> shap value: [ -0.7772 ]> )|shap determined that the LFCC feature was one of the more important features by assigning it a value of -0.7772 ...
accurate|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ PSRCC-9 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.9541 ], <detected_by> detected by: [ CNN ]> )|Yes PSRCC which a shap value of 0.9541 was used to detect the sample as PhysicalAccess was detected by CNN ...
hallucination|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ replay ], <detected_by> detected by: [ CNN ]> )|Yes person 1 was detected by LFCC with a shap value of 0.3767 ...
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-26 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.4524 ]> )|Yes MFCC which a shap value of 0.0087 was used to detect the sample as Audio_signal ...
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ PSRCC-9 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.9442 ]> )|Yes PSRCC which a shap value of Yes was used to detect the sample as Audio_signal ...
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 2 ], <feature> feature: [ MFCC-8 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.7314 ]> )|Yes MFCC which a shap value of -0.7314 was used to detect the id of speaker 2 for the audio sample ...
accurate|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-15 ], <classification> classification: [ replayed ], <detected_by> detected by: [ CNN ]> )|the audio sample had CepstralFeature features extracted and LFCC was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess ...
repetition|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 4 ], <feature> feature: [ MFCC-14 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.4302 ]> )|Yes person 4 was detected by MFCC with a shap value of -0.4302 ... Yes person 4 was detected by MFCC with a shap value of -0.4302 ...
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-3 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.2091 ]> )|the audio sample had CepstralFeature features extracted and LFCC was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess ... Yes LFCC which a shap value of -0.2091 was used to detect the sample as Audio_signal ...
hallucination|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ LFCC-27 ], <shap_value> shap value: [ 0.8773 ]> )|The recording is a little faster between the five and ten second mark ... shap determined that the LFCC feature was one of the more important features by assigning it a value of 0.8773 ...
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-20 ], <classification> classification: [ replayed ], <shap_value> shap value: [ -0.612 ], <detected_by> detected by: [ CNN ]> )|the audio sample had CepstralFeature features extracted and LFCC was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audio_signal ... Yes LFCC which a shap value of -0.612 was used to detect the sample as PhysicalAccess was detected by CNN ...
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-2 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.3903 ], <detected_by> detected by: [ CNN ]> )|The audio signal shows signs of it ..
accurate|<inform> inform ( <classification> classification: [ bonafide ], <edit_type> edit type: [ none ], <classified_by> classified by: [ feature ]> )|No other features were used ...
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-0 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.0234 ]> )|Yes MFCC which a shap value of bonafide was used to detect the sample as Audio_signal ...
hallucination|<inform> inform ( <extracted> extracted: [ MFCC ], <model> model: [ CNN ], <important> important: [ MFCC-2 ], <classification> classification: [ replayed ], <detected_by> detected by: [ CNN ]> )|The Audio_signal was detected by CNN audio was a PhysicalAccess audio ...
repetition|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 7 ], <feature> feature: [ MFCC-2 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.7935 ]> )|Yes MFCC which a shap value of -0.7935 was used to detect the id of speaker 7 for the audio sample ... Yes MFCC which a shap value of -0.7935 was used to detect the id of speaker 7 for the audio sample ...
repetition|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ MFCC-34 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.8748 ]> )|Yes MFCC which a shap value of 0.8748 was used to detect the id of speaker 3 for the audio sample ... Yes MFCC which a shap value of 0.8748 was used to detect the id of speaker 3 for the audio sample ...
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ LFCC-17 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.5241 ]> )|Yes LFCC which a shap value of 0.2774 was used to detect the sample as Audio_signal ...
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 6 ], <feature> feature: [ LFCC-54 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.7811 ]> )|There is an unusually long pause at 37 seconds ...
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 7 ], <feature> feature: [ LFCC-39 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.549 ]> )|Yes LFCC which a shap value of -0.549 was used to detect the id of speaker LFCC-39 for the audio sample ...
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ MFCC-41 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.1403 ]> )|Yes MFCC which a shap value of  was used to detect the id of speaker 1 for the audio sample ...
accurate|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-12 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.6096 ]> )|Yes LFCC which a shap value of 0.6096 was used to detect the sample as Audio_signal ...
hallucination|<inform> inform ( <speaker_id> speaker id: [ 1 ]> )|Yes MSRCC which a shap value of -0.007 was used to detect the id of speaker 2 for the audio sample ...
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-34 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.3612 ]> )|It was altered using software ...
accurate|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ LFCC-30 ], <shap_value> shap value: [ 0.7143 ]> )|shap determined that the LFCC feature was one of the more important features by assigning it a value of 0.7143 ...
