label|data|text
repetition|<inform> inform ( > )|Spectral centroid physical_attribute SCM is the weighted average magnitude for a given subband where the weights are the frequency of each magnitude component in that subband . SCM captures to a first order approximation the distribution of energy in a subband for two arbitrary signals with the same average energy . Due to the weighting function the two signals would each be represented by different SCF and SCM values . Due to the weighting function the two signals would each be represented by different SCF and SCM values . Due to the weighting function the two signals would each be represented by different SCF and SCM values . The different steepness of the weighting function with respect to the subband bandwidth may also be noted this results in different feature element variances . Due to the weighting function the two signals would each be represented by different SCF and SCM values . As the spectral centroid magnitude is the magnitude at the position of the spectral centroid frequency it will carry formant related information which is useful for speaker recognition ..
accurate|<inform> inform ( <extracted> extracted: [ MFCC ], <extracted> extracted: [ GTCC ], <model> model: [ SVM ], <speaker_id> speaker id: [ 1 ]> )|The audio sample had Cepstrum and MFCC features extracted and passed through a trained Classification_Algorithm which determined the id of speaker 1 ..
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 7 ], <feature> feature: [ MFCC-22 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.1394 ]> )|the audio sample had Cepstrum features extracted and StaticPSRCC was determined to have a large impact on the Feedforward_Neural_Network Representation that determined the sample to be PhysicalAccess .. Yes DeltaMFCC which a shap value of 0.1394 was used to detect the id of speaker 7 for the audio sample ..
hallucination|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ PSRCC-6 ], <shap_value> shap value: [ -0.0158 ]> )|the audio sample was used in a Classification_Algorithm Representation tasked at detecting speaker id determined to be 5 .. shap determined that the StaticPSRCC feature was one of the more important features by assigning it a value of -0.0158 ..
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-29 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.5961 ]> )|the audio sample had Cepstrum features extracted and StaticMFCC was determined to have a large impact on the Feedforward_Neural_Network Representation that determined the sample to be PhysicalAccess .. Yes DeltaDeltaMFCC which a shap value of 0.5961 was used to detect the sample as DigitalSignal ..
value_error|<inform> inform ( <extracted> extracted: [ MFCC ], <model> model: [ CNN ], <important> important: [ MFCC-6 ], <classification> classification: [ bonafide ]> )|the audio sample had Cepstrum features extracted and StaticMFC was determined to have a large impact on the Feedforward_Neural_Network Representation that determined the sample to be DigitalSignal ..
repetition|<inform> inform ( <response> response: [ Yes ], <classification> classification: [ spoofed ], <spoof_type> spoof type: [ cloning ]> )|The signal is consistent with a cloned voice .. The signal is consistent with a cloned voice ..
accurate|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ MFCC-9 ], <shap_value> shap value: [ -0.6735 ]> )|shap determined that the StaticMFCC feature was one of the more important features by assigning it a value of -0.6735 ..
repetition|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 5 ], <feature> feature: [ MSRCC-2 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.3503 ]> )|Yes StaticMSRCC which a shap value of 0.3503 was used to detect the id of speaker 5 for the audio sample .. Yes StaticMSRCC which a shap value of 0.3503 was used to detect the id of speaker 5 for the audio sample ..
hallucination|<inform> inform ( <response> response: [ No ], <classification> classification: [ spoof ], <edit_type> edit type: [ mobile_phone ]> )|the audio sample had Cepstrum features extracted and DeltaDeltaLFCC was determined to have a large impact on the Feedforward_Neural_Network Representation that determined the sample to be DigitalSignal ..
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ MFCC-41 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.1403 ]> )|person 2 spoke the audio sample ..
accurate|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-4 ], <classification> classification: [ replayed ], <detected_by> detected by: [ CNN ]> )|the audio sample had Cepstrum features extracted and StaticLFCC was determined to have a large impact on the Feedforward_Neural_Network Representation that determined the sample to be PhysicalAccess ..
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 5 ], <feature> feature: [ LFCC-51 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.5435 ]> )|Yes DeltaDeltaLFCC which a shap value of -0.6167 was used to detect the sample as DigitalSignal .. Yes DeltaDeltaLFCC which a shap value of -0.5435 was used to detect the id of speaker 5 for the audio sample ..
accurate|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MSRCC-8 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.8955 ]> )|Yes StaticMSRCC which a shap value of 0.8955 was used to detect the sample as DigitalSignal ..
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ LFCC-17 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.5241 ]> )|Yes StaticLFCC which a shap value of -0.5241 was used to detect the id of speaker 1 for the audio sample ..
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-37 ], <classification> classification: [ replayed ], <shap_value> shap value: [ -0.5104 ], <detected_by> detected by: [ CNN ]> )|Yes DeltaDeltaMFCC which a shap value of -0.5104 was used to detect the sample as PhysicalAccess was detected by CNN,  .. Yes DeltaDeltaMFCC which a shap value of -0.5104 was used to detect the sample as PhysicalAccess was detected by CNN,  ..
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ LFCC-44 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.1772 ]> )|Yes DeltaDeltaLFCC which a shap value of 0.1772 was used to detect the id of speaker  for the audio sample ..
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ GTCC-10 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0 ]> )|Yes person shap was detected by StaticGTCC with a shap value of 0 ..
omission|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-10 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.8478 ], <detected_by> detected by: [ CNN ]> )|Yes StaticLFCC which a shap value of 0.8478 was used to detect the sample as PhysicalAccess was detected by CNN..
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ GTCC-8 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0 ]> )|Yes person 1 was detected by StaticGTCC with a shap value of 0 ..
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-37 ], <classification> classification: [ replayed ], <shap_value> shap value: [ -0.5104 ], <detected_by> detected by: [ CNN ]> )|Yes DeltaDeltaMFCC which a shap value of -0.5104 was used to detect the sample as PhysicalAccess was detected by CNN,  .. Yes DeltaDeltaMFCC which a shap value of -0.5104 was used to detect the sample as PhysicalAccess was detected by CNN,  ..
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-31 ], <classification> classification: [ replayed ], <shap_value> shap value: [ -0.0844 ], <detected_by> detected by: [ CNN ]> )|Yes DeltaDeltaLFCC which a shap value of -0.5435 was used to detect the id of speaker 5 for the audio sample .. Yes DeltaLFCC which a shap value of -0.0844 was used to detect the sample as PhysicalAccess was detected by CNN,  ..
accurate|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-54 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.1406 ], <detected_by> detected by: [ CNN ]> )|Yes DeltaDeltaLFCC which a shap value of 0.1406 was used to detect the sample as PhysicalAccess was detected by CNN,  ..
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-42 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.5541 ]> )|Yes DeltaDeltaLFCC which a shap value of 0.5541 was used to detect the sample as DigitalSignal .. Yes DeltaDeltaLFCC which a shap value of 0.5541 was used to detect the sample as DigitalSignal ..
accurate|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-13 ], <classification> classification: [ bonafide ]> )|the audio sample had Cepstrum features extracted and StaticLFCC was determined to have a large impact on the Feedforward_Neural_Network Representation that determined the sample to be DigitalSignal ..
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ PSRCC-10 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.8682 ]> )|Yes StaticPSRCC which a shap value of Yes was used to detect the sample as DigitalSignal ..
accurate|<inform> inform ( <extracted> extracted: [ MFCC ], <model> model: [ CNN ], <important> important: [ MFCC-12 ], <classification> classification: [ bonafide ]> )|the audio sample had Cepstrum features extracted and StaticMFCC was determined to have a large impact on the Feedforward_Neural_Network Representation that determined the sample to be DigitalSignal ..
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-21 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.5107 ]> )|Yes DeltaMFCC which a shap value of 0.5107 was used to detect the sample as DigitalSignal .. Yes DeltaMFCC which a shap value of 0.5107 was used to detect the sample as DigitalSignal ..
hallucination|<inform> inform ( <classification> classification: [ spoof ]> )|The recording is artificially slowed .. It is not a bona fide audio ..
repetition|<inform> inform ( <response> response: [ yes ], <feature> feature: [ GTCC-5 ], <determined> determined: [ speaker_id ]> )|yes StaticGTCC was used to determine speaker id .. yes StaticGTCC was used to determine speaker id ..
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-29 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.5961 ]> )|the audio sample had Cepstrum features extracted and StaticMFCC was determined to have a large impact on the Feedforward_Neural_Network Representation that determined the sample to be PhysicalAccess .. Yes DeltaDeltaMFCC which a shap value of 0.5961 was used to detect the sample as DigitalSignal ..
repetition|<inform> inform ( <speaker_id> speaker id: [ 8 ], <model> model: [ SVM ]> )|the audio sample was used in a Classification_Algorithm Representation tasked at detecting speaker id determined to be 8 .. the audio sample was used in a Classification_Algorithm Representation tasked at detecting speaker id determined to be 8 ..
value_error|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ replay ], <classified_by> classified by: [ feature ], <detected_by> detected by: [ CNN ]> )|Other features also show the audio sample was PhysicalAccess was detected by feature,  ..
accurate|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ synthetic ]> )|FeatureBased determined that StaticRFCC StaticMFCC StaticLFCC MFCC-5 had the highest impact on classification ..
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 6 ], <feature> feature: [ LFCC-37 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.1008 ]> )|Yes person 1 was detected by StaticGTCC with a shap value of 0 ..
hallucination|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ PSRCC-11 ], <shap_value> shap value: [ 0.8242 ]> )|shap determined that the DeltaMFCC feature was one of the more important features by assigning it a value of 0.4685 .. shap determined that the StaticPSRCC feature was one of the more important features by assigning it a value of 0.8242 ..
repetition|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ conversion ]> )|It appears the audio sample was converted . It appears the audio sample was converted .
repetition|<inform> inform ( <extracted> extracted: [ PSRCC ], <model> model: [ CNN ], <important> important: [ PSRCC-9 ], <classification> classification: [ replayed ], <detected_by> detected by: [ CNN ]> )|the audio sample had Cepstrum features extracted and StaticPSRCC was determined to have a large impact on the Feedforward_Neural_Network Representation that determined the sample to be PhysicalAccess .. the audio sample had Cepstrum features extracted and StaticPSRCC was determined to have a large impact on the Feedforward_Neural_Network Representation that determined the sample to be PhysicalAccess ..
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-30 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.1903 ]> )|Yes DeltaDeltaMFCC which a shap value of -0 was used to detect the sample as DigitalSignal ..
value_error|<inform> inform ( <response> response: [ Yes ], <classification> classification: [ spoofed ], <spoof_type> spoof type: [ replayed ], <detected_by> detected by: [ CNN ]> )|CNN the DigitalSignal was detected by CNN,  recording was a PhysicalAccess recording ..
value_error|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ MSRCC-7 ], <shap_value> shap value: [ -0.6482 ]> )|shap determined that the StaticMSRCC feature was one of the more important features by assigning it a value of MSRCC-7 ..
hallucination|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ computer ]> )|No .
value_error|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ MSRCC-4 ], <shap_value> shap value: [ 0.7907 ]> )|sha determined that the StaticMSRCC feature was one of the more important features by assigning it a value of 0.7907 ..
hallucination|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ environment ], <change_at> change at: [ 20 ]> )|Yes StaticMSRCC which a shap value of 0.2359 was used to detect the sample as PhysicalAccess was detected by CNN,  .. There is more feedback at the 40 second mark ..
accurate|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-5 ], <classification> classification: [ replayed ], <shap_value> shap value: [ -0.2026 ], <detected_by> detected by: [ CNN ]> )|Yes StaticMFCC which a shap value of -0.2026 was used to detect the sample as PhysicalAccess was detected by CNN,  ..
repetition|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ cloning ]> )|There appears to be a cloned voice on the audio .. There appears to be a cloned voice on the audio ..
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ MFCC-41 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.1403 ]> )|person 2 spoke the audio sample .. Yes DeltaDeltaMFCC which a shap value of 0.1403 was used to detect the id of speaker 1 for the audio sample ..
accurate|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-40 ], <classification> classification: [ bonafide ]> )|the audio sample had Cepstrum features extracted and DeltaDeltaLFCC was determined to have a large impact on the Feedforward_Neural_Network Representation that determined the sample to be DigitalSignal ..
hallucination|<inform> inform ( > )|Yes StaticMSRCC which a shap value of 0.7395 was used to detect the sample as DigitalSignal .. Yes StaticMSRCC which a shap value of 0.7395 was used to detect the sample as DigitalSignal ..
value_error|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ multi_microphone ], < classified_by>  classified by: [ feature ]> )|Several spoofs were used ..
omission|<inform> inform ( > )|Spectral centroid physical_attribute SCM is the weighted average magnitude for a given subband where the weights are the frequency of each magnitude component in that subband . SCM captures to a first order approximation the distribution of energy in a subband for two arbitrary signals with the same average energy . Due to the weighting function the two signals would each be represented by different SCF and SCM values . The different steepness of the weighting function with respect to the subband bandwidth may also be noted this results in different feature element variances .
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ GTCC-8 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0 ]> )|Yes person 1 was detected by StaticGTCC with a  value of 0 ..
accurate|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-32 ], <classification> classification: [ replayed ], <shap_value> shap value: [ -0.3151 ], <detected_by> detected by: [ CNN ]> )|Yes DeltaLFCC which a shap value of -0.3151 was used to detect the sample as PhysicalAccess was detected by CNN,  ..
hallucination|<inform> inform ( <classification> classification: [ spoof ]> )|The Sound patterns show where the speaker is from .. The audio is fake .
value_error|<inform> inform ( <extracted> extracted: [ PSRCC ], <model> model: [ CNN ], <important> important: [ PSRCC-1 ], <classification> classification: [ replayed ], <detected_by> detected by: [ CNN ]> )|the audio sample had Cepstrum features extracted and Staticreplayed was determined to have a large impact on the Feedforward_Neural_Network Representation that determined the sample to be PhysicalAccess ..
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 2 ], <feature> feature: [ LFCC-9 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.3578 ]> )|Yes StaticLFCC which a shap value of -0.3578 was used to detect the id of speaker 2 for the audio sample ..
hallucination|<inform> inform ( <extracted> extracted: [ MSRCC ], <model> model: [ CNN ], <important> important: [ MSRCC-9 ], <classification> classification: [ bonafide ]> )|Yes StaticPSRCC which a shap value of -0.4107 was used to detect the sample as PhysicalAccess was detected by CNN,  ..
hallucination|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ computer ]> )|The FeatureBased values indicate the contribution of the features on the outcome of the classification Representation ..
hallucination|<inform> inform ( <speaker_id> speaker id: [ 5 ], <model> model: [ SVM ]> )|The Sound patterns show where the speaker is from .. the audio sample was used in a Classification_Algorithm Representation tasked at detecting speaker id determined to be 5 ..
repetition|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ multi_microphone ], <mic_quantity> mic quantity: [ >1 ]> )|There was more than one CaptureDevice .. There was more than one CaptureDevice ..
hallucination|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-2 ], <classification> classification: [ replayed ], <detected_by> detected by: [ CNN ]> )|shap determined that the DeltaDeltaLFCC feature was one of the more important features by assigning it a value of 0.8351 ..
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MSRCC-3 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.2359 ], <detected_by> detected by: [ CNN ]> )|Yes StaticMSRCC which a MSRCC-3 value of 0.2359 was used to detect the sample as PhysicalAccess was detected by CNN,  ..
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-3 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.1314 ]> )|Yes StaticMFCC which a shap value of -0.1314 was used to detect the sample as DigitalSignal .. Yes StaticMFCC which a shap value of -0.1314 was used to detect the sample as DigitalSignal ..
repetition|<inform> inform ( <interpreter> interpreter: [ SHAP ], <feature> feature: [ CQCC-6 ], <feature> feature: [ MFCC-0 ], <feature> feature: [ LFCC-5 ], <feature> feature: [ CQCC-0 ]> )|FeatureBased determined that StaticCQCC StaticMFCC StaticLFCC CQCC-0 had the highest impact on classification .. FeatureBased determined that StaticCQCC StaticMFCC StaticLFCC CQCC-0 had the highest impact on classification ..
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MSRCC-11 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.6615 ]> )|Yes DeltaMFCC which a shap value of -0.8658 was used to detect the id of speaker 4 for the audio sample .. Yes StaticMSRCC which a shap value of -0.6615 was used to detect the sample as DigitalSignal ..
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-41 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.5433 ], <detected_by> detected by: [ CNN ]> )|Yes DeltaDeltaLFCC which a shap value of 0.5433 was used to detect the sample as PhysicalAccess was detected by ,  ..
omission|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ GTCC-12 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 1 ], <detected_by> detected by: [ CNN ]> )|Yes StaticGTCC which a shap value of 1 was used to detect the sample as PhysicalAccess was detected by CNN..
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 6 ], <feature> feature: [ MFCC-10 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.2208 ]> )|Yes person 6 was detected by StaticMFCC with a shap value of -0.2208 ..
accurate|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-18 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.4909 ]> )|Yes DeltaMFCC which a shap value of -0.4909 was used to detect the sample as DigitalSignal ..
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ PSRCC-9 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.9541 ], <detected_by> detected by: [ CNN ]> )|Yes StaticPSRCC which a shap value of CNN was used to detect the sample as PhysicalAccess was detected by CNN,  ..
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-20 ], <classification> classification: [ replayed ], <shap_value> shap value: [ -0.612 ], <detected_by> detected by: [ CNN ]> )|Yes DeltaLFCC which a shap value of -0.612 was used to detect the sample as PhysicalAccess was detected by CNN,  .. Yes DeltaLFCC which a shap value of -0.612 was used to detect the sample as PhysicalAccess was detected by CNN,  ..
repetition|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ LFCC-6 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.3353 ]> )|Yes person 3 was detected by StaticLFCC with a shap value of 0.3353 .. Yes person 3 was detected by StaticLFCC with a shap value of 0.3353 ..
hallucination|<inform> inform ( <extracted> extracted: [ PSRCC ], <model> model: [ CNN ], <important> important: [ PSRCC-4 ], <classification> classification: [ replayed ], <detected_by> detected by: [ CNN ]> )|shap determined that the DeltaDeltaLFCC feature was one of the more important features by assigning it a value of 0.0258 ..
omission|<inform> inform ( <response> response: [ Yes ], <classification> classification: [ spoofed ], <spoof_type> spoof type: [ additive_noise ]> )|Artificial background noise was added to the recording ..
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-3 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.2091 ]> )|Yes StaticLFCC which a shap value of -0.607 was used to detect the sample as PhysicalAccess was detected by CNN,  .. Yes StaticLFCC which a shap value of -0.2091 was used to detect the sample as DigitalSignal ..
repetition|<inform> inform ( <classification> classification: [ bonafide ], <multi_microphone> multi microphone: [ no ], <mic_quantity> mic quantity: [ 1 ]> )|The CaptureDevice signature is consistent throughout the recording .. The CaptureDevice signature is consistent throughout the recording ..
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-26 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.737 ], <detected_by> detected by: [ CNN ]> )|Yes DeltaMFCC which a shap value of 0.737 was used to detect the sample as PhysicalAccess was detected by CN,  ..
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 2 ], <feature> feature: [ LFCC-8 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.89 ]> )|shap determined that the DeltaDeltaLFCC feature was one of the more important features by assigning it a value of 0.7218 .. Yes person 2 was detected by StaticLFCC with a shap value of -0.89 ..
repetition|<inform> inform ( <extracted> extracted: [ MFCC ], <model> model: [ CNN ], <important> important: [ MFCC-12 ], <classification> classification: [ replayed ], <detected_by> detected by: [ CNN ]> )|the audio sample had Cepstrum features extracted and StaticMFCC was determined to have a large impact on the Feedforward_Neural_Network Representation that determined the sample to be PhysicalAccess .. the audio sample had Cepstrum features extracted and StaticMFCC was determined to have a large impact on the Feedforward_Neural_Network Representation that determined the sample to be PhysicalAccess ..
