label|data|text
repetition|<inform> inform ( <extracted> extracted: [ MFCC ], <model> model: [ CNN ], <important> important: [ MFCC-12 ], <classification> classification: [ bonafide ]> )|the audio sample had AudioFeature features extracted and Cepstrum was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal .... the audio sample had AudioFeature features extracted and Cepstrum was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal ....
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 7 ], <feature> feature: [ MFCC-28 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.5786 ]> )|shap determined that the Cepstrum feature was one of the more important features by assigning it a value of 0.7203 ....
accurate|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ synthetic ]> )|The audio file was classified as being synthetic by a FeedforwardNeuralNetwork Abstract ....
value_error|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ MSRCC-11 ], <shap_value> shap value: [ 0.9009 ]> )|sha determined that the Cepstrum feature was one of the more important features by assigning it a value of 0.9009 ....
hallucination|<inform> inform ( <classification> classification: [ spoof ], <known_mic_signature> known mic signature: [ dynamic ]> )|the audio sample had AudioFeature features extracted and Cepstrum was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess .... Dynamic microphones were used the most ....
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-10 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.5373 ]> )|Yes Cepstrum which a shap value of 0 was used to detect the sample as Audiosignal ....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 2 ], <feature> feature: [ LFCC-9 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.3578 ]> )|Yes Cepstrum which a sh value of -0.3578 was used to detect the id of speaker 2 for the audio sample ....
accurate|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ multi_microphone ], <mic_quantity> mic quantity: [ 2 ]> )|Features in the audio show there were two microphones used ....
hallucination|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ MFCC-30 ], <shap_value> shap value: [ 0.2255 ]> )|the audio sample had AudioFeature features extracted and Cepstrum was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal ....
accurate|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ MFCC-33 ], <shap_value> shap value: [ -0.7065 ]> )|shap determined that the Cepstrum feature was one of the more important features by assigning it a value of -0.7065 ....
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-35 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.8694 ]> )|Yes Cepstrum which a sh value of -0.8694 was used to detect the sample as Audiosignal ....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ MFCC-9 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.8749 ]> )|Yes person shap was detected by Cepstrum with a shap value of -0.8749 ....
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-26 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.4524 ]> )|Yes Cepstrum which a shap value of -0.4524 was used to detect the sample as Audiosignal .... Yes Cepstrum which a shap value of -0.4524 was used to detect the sample as Audiosignal ....
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-16 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.2999 ]> )|Yes Cepstrum which a shap value of 0.2999 was used to detect the sample as Audiosignal .... Yes Cepstrum which a shap value of 0.2999 was used to detect the sample as Audiosignal ....
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-1 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.109 ], <detected_by> detected by: [ CNN ]> )|Yes Cepstrum which a shap value of Yes was used to detect the sample as PhysicalAccess was detected by CNN ....
repetition|<inform> inform ( <extracted> extracted: [ PSRCC ], <model> model: [ CNN ], <important> important: [ PSRCC-7 ], <classification> classification: [ bonafide ]> )|the audio sample had AudioFeature features extracted and Cepstrum was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal .... the audio sample had AudioFeature features extracted and Cepstrum was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal ....
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MSRCC-7 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.7602 ], <detected_by> detected by: [ CNN ]> )|Yes Cepstrum which a shap value of 0.7602 was used to detect the sample as PhysicalAccess was detected by CNN .... Yes Cepstrum which a shap value of 0.7602 was used to detect the sample as PhysicalAccess was detected by CNN ....
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-26 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.6994 ], <detected_by> detected by: [ CNN ]> )|Yes Cepstrum which a 0.6994 value of 0.6994 was used to detect the sample as PhysicalAccess was detected by CNN ....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ LFCC-7 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.6095 ]> )|Yes Cepstrum which a shap value of -0.6095 was used to detect the id of speaker  for the audio sample ....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ LFCC-39 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.3915 ]> )|Yes person 3 was detected by Cepstrum with a sha value of -0.3915 ....
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 6 ], <feature> feature: [ MFCC-1 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.3605 ]> )|Yes Cepstrum which a shap value of -0.3605 was used to detect the id of speaker 6 for the audio sample ....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ MFCC-17 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.2391 ]> )|Yes person 1 was detected by Cepstrum with a sha value of 0.2391 ....
repetition|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ MFCC-29 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.6411 ]> )|Yes Cepstrum which a shap value of -0.6411 was used to detect the id of speaker 1 for the audio sample .... Yes Cepstrum which a shap value of -0.6411 was used to detect the id of speaker 1 for the audio sample ....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ MFCC-26 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.7669 ]> )|Yes person MFCC-26 was detected by Cepstrum with a shap value of -0.7669 ....
accurate|<inform> inform ( <response> response: [ yes ], <feature> feature: [ GTCC-1 ], <determined> determined: [ speaker_id ]> )|yes Cepstrum was used to determine speaker id ....
value_error|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ replay ], <detected_by> detected by: [ CNN ]> )|The audio is PhysicalAccess was detected by  ....
value_error|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ PSRCC-9 ], <shap_value> shap value: [ 0.0969 ]> )|shap determined that the Cepstrum feature was one of the more important features by assigning it a value of PSRCC-9 ....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ LFCC-6 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.46 ]> )|Yes Cepstrum which a shap value of 0.46 was used to detect the id of speaker shap for the audio sample ....
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-4 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.512 ]> )|Yes Cepstrum which a shap value of -0.512 was used to detect the sample as Audiosignal .... Yes Cepstrum which a shap value of -0.512 was used to detect the sample as Audiosignal ....
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ GTCC-5 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0 ]> )|Yes Cepstrum which a shap value of 0 was used to detect the id of speaker 1 for the audio sample ....
value_error|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ MFCC-14 ], <shap_value> shap value: [ -0.1931 ]> )|sh determined that the Cepstrum feature was one of the more important features by assigning it a value of -0.1931 ....
value_error|<inform> inform ( <classification> classification: [ spoofed ], <spoof_type> spoof type: [ synthetic ], <model> model: [ CNN ]> )|The recording file was classified as being synt by a FeedforwardNeuralNetwork Abstract ....
accurate|<inform> inform ( <classification> classification: [ spoofed ], <spoof_type> spoof type: [ replayed ]> )|The recording appears to be a copy ...
repetition|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-14 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.0192 ]> )|Yes Cepstrum which a shap value of 0.0192 was used to detect the sample as Audiosignal .... Yes Cepstrum which a shap value of 0.0192 was used to detect the sample as Audiosignal ....
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-2 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.3903 ], <detected_by> detected by: [ CNN ]> )|Yes Cepstrum which a shap value of 0.3903 was used to detect the sample as PhysicalAccess was detected by Yes ....
accurate|<inform> inform ( <classification> classification: [ bonafide ], <edit_type> edit type: [ none ], <detected_by> detected by: [ CNN ]> )|The Audiosignal was detected by CNN audio was not a PhysicalAccess sample ...
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ PSRCC-4 ], <classification> classification: [ replayed ], <shap_value> shap value: [ -0.4107 ], <detected_by> detected by: [ CNN ]> )|Yes Cepstrum which a sh value of -0.4107 was used to detect the sample as PhysicalAccess was detected by CNN ....
hallucination|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-53 ], <classification> classification: [ bonafide ]> )|Yes Cepstrum which a shap value of -0.6095 was used to detect the id of speaker 1 for the audio sample .... the audio sample had AudioFeature features extracted and Cepstrum was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be Audiosignal ....
repetition|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ speed ], <change_at> change at: [ 37 ]> )|There is an unusually long pause at 37 seconds .... There is an unusually long pause at 37 seconds ....
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ PSRCC-9 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.9442 ]> )|shap determined that the Cepstrum feature was one of the more important features by assigning it a value of 0.2255 ....
repetition|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 7 ], <feature> feature: [ MFCC-22 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.1394 ]> )|Yes Cepstrum which a shap value of 0.1394 was used to detect the id of speaker 7 for the audio sample .... Yes Cepstrum which a shap value of 0.1394 was used to detect the id of speaker 7 for the audio sample ....
accurate|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ conversion ], <classified_by> classified by: [ feature ]> )|Interpreters gave ConstantQFeature a value of 0.521 Cepstrum a value of 0.346 LFCC a value of 0.184 MFCC-5 a value of 0.0673 ...
repetition|<inform> inform ( <classification> classification: [ bonafide ], <edit_type> edit type: [ none ]> )|The AcousticWave patterns show where the speaker is from .... The AcousticWave patterns show where the speaker is from ....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ LFCC-33 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.4495 ]> )|Yes Cepstrum which a LFCC-33 value of -0.4495 was used to detect the id of speaker 1 for the audio sample ....
hallucination|<inform> inform ( <interpreter> interpreter: [ SHAP ]> )|shap determined that the Cepstrum feature was one of the more important features by assigning it a value of -0.3688 .... The Interpreters values indicate the contribution of the features on the outcome of the classification Abstract ....
hallucination|<inform> inform ( > )|the audio sample had AudioFeature features extracted and Cepstrum was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess ....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ LFCC-11 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.3231 ]> )|Yes Cepstrum which a shap value of LFCC-11 was used to detect the id of speaker 3 for the audio sample ....
hallucination|<inform> inform ( <response> response: [ No ], <classification> classification: [ spoof ], <edit_type> edit type: [ multi_microphone ]> )|Yes person 4 was detected by Cepstrum with a shap value of -0.3913 .... No I do not recognize any of the CaptureDevice signatures ....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 2 ], <feature> feature: [ GTCC-4 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 1 ]> )|Yes person  was detected by Cepstrum with a shap value of 1 ....
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-28 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.7878 ]> )|Interpreters determined that ConstantQFeature Cepstrum LFCC MFCC-4 had the highest impact on the classification .... Yes Cepstrum which a shap value of -0.7878 was used to detect the sample as Audiosignal ....
repetition|<inform> inform ( <interpreter> interpreter: [ SHAP ], <feature> feature: [ CQCC-2 ], <feature> feature: [ MFCC-6 ], <feature> feature: [ LFCC-0 ], <feature> feature: [ MFCC-1 ]> )|Interpreters determined that ConstantQFeature Cepstrum LFCC MFCC-1 had the highest impact on classification .... Interpreters determined that ConstantQFeature Cepstrum LFCC MFCC-1 had the highest impact on classification ....
repetition|<inform> inform ( > )|Hence the SCF feature is affected by changes in pitch and harmonic structure .... Hence the SCF feature is affected by changes in pitch and harmonic structure .... Spectral centroid physicalattribute SCF is the weighted average frequency for a given subband where the weights are the normalized energy of each frequency component in that subband . Since this measure captures the center of gravity of each subband it can detect the approximate location of formants which are manifested as peaks in neighbouring subband . However the center of gravity of a subband is also affected by the harmonic structure and perception frequencies produced by the vocal source particularly for narrow bandwidths . Hence the SCF feature is affected by changes in pitch and harmonic structure ....
accurate|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ LFCC-53 ], <shap_value> shap value: [ -0.8942 ]> )|shap determined that the Cepstrum feature was one of the more important features by assigning it a value of -0.8942 ....
accurate|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ environment ], <change_at> change at: [ 20 ]> )|Artificial background noise was added to the recording ....
value_error|<inform> inform ( <response> response: [ yes ], <feature> feature: [ MFCC-9 ], <determined> determined: [ speaker_id ]> )|ye Cepstrum was used to determine speaker id ....
repetition|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ computer ]> )|It was altered using software .... It was altered using software ....
accurate|<inform> inform ( <response> response: [ yes ], <feature> feature: [ GTCC-7 ], <determined> determined: [ speaker_id ]> )|yes Cepstrum was used to determine speaker id ....
hallucination|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-57 ], <classification> classification: [ replayed ], <detected_by> detected by: [ CNN ]> )|Yes Cepstrum which a shap value of 0 was used to detect the sample as Audiosignal ....
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-2 ], <classification> classification: [ replayed ], <shap_value> shap value: [ 0.1331 ], <detected_by> detected by: [ CNN ]> )|It appears that part of the audio was sped up .... Yes Cepstrum which a shap value of 0.1331 was used to detect the sample as PhysicalAccess was detected by CNN ....
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ LFCC-44 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.1772 ]> )|Yes Cepstrum which a shap value of 0.8902 was used to detect the sample as PhysicalAccess was detected by CNN ....
hallucination|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MSRCC-0 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.5766 ]> )|The audio is artificially slowed .... Yes Cepstrum which a shap value of -0.5766 was used to detect the sample as Audiosignal ....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 7 ], <feature> feature: [ MFCC-14 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.9466 ]> )|Yes Cepstrum which a shap value of MFCC-14 was used to detect the id of speaker 7 for the audio sample ....
accurate|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ MFCC-10 ], <shap_value> shap value: [ -0.0298 ]> )|shap determined that the Cepstrum feature was one of the more important features by assigning it a value of -0.0298 ....
repetition|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 4 ], <feature> feature: [ MFCC-38 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.1123 ]> )|Yes Cepstrum which a shap value of -0.1123 was used to detect the id of speaker 4 for the audio sample .... Yes Cepstrum which a shap value of -0.1123 was used to detect the id of speaker 4 for the audio sample ....
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ LFCC-32 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.9762 ]> )|Yes Cepstrum which a LFCC-32 value of -0.9762 was used to detect the sample as Audiosignal ....
hallucination|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ computer ]> )|Yes person 2 was detected by Cepstrum with a shap value of -0.5893 .... It seems like a computer was used ....
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 2 ], <feature> feature: [ LFCC-4 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.2638 ]> )|Yes Cepstrum which a shap value of 0.2638 was used to detect the id of speaker 2 for the audio sample ....
value_error|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ PSRCC-11 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ 0.809 ]> )|Yes Cepstrum which a sha value of 0.809 was used to detect the sample as Audiosignal ....
accurate|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ software ]> )|Yes the recording shows signs of 3 different editors ....
hallucination|<inform> inform ( <extracted> extracted: [ LFCC ], <model> model: [ CNN ], <important> important: [ LFCC-23 ], <classification> classification: [ replayed ], <detected_by> detected by: [ CNN ]> )|The Audiosignal was detected by CNN audio was not a PhysicalAccess audio ....
value_error|<inform> inform ( <response> response: [ no ], <speaker_id> speaker id: [ 1 ], <feature> feature: [ GTCC-5 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0 ]> )|Yes Cepstrum which a shap value of 0 was used to detect the id of speaker 1 for the audio sample ....
repetition|<inform> inform ( <classification> classification: [ bonafide ], <edit_type> edit type: [ none ], <detected_by> detected by: [ CNN ]> )|The Audiosignal was detected by CNN audio was not a PhysicalAccess audio .... The Audiosignal was detected by CNN audio was not a PhysicalAccess audio ....
accurate|<inform> inform ( <extracted> extracted: [ MFCC ], <model> model: [ CNN ], <important> important: [ MFCC-5 ], <classification> classification: [ replayed ], <detected_by> detected by: [ CNN ]> )|the audio sample had AudioFeature features extracted and Cepstrum was determined to have a large impact on the FeedforwardNeuralNetwork Abstract that determined the sample to be PhysicalAccess ....
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ PSRCC-2 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.6595 ]> )|Yes person 3 was detected by Cepstrum with a shap value of 0.6595 ....
hallucination|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ LFCC-21 ], <shap_value> shap value: [ 0.3974 ]> )|yes Cepstrum was used to determine speaker id ....
repetition|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ speed ], <change_at> change at: [ 37 ]> )|There is an unusually long pause at 37 seconds .... There is an unusually long pause at 37 seconds ....
accurate|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 4 ], <feature> feature: [ PSRCC-0 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.8051 ]> )|Yes Cepstrum which a shap value of -0.8051 was used to detect the id of speaker 4 for the audio sample ....
repetition|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ MSRCC-11 ], <shap_value> shap value: [ 0.9009 ]> )|shap determined that the Cepstrum feature was one of the more important features by assigning it a value of 0.9009 .... shap determined that the Cepstrum feature was one of the more important features by assigning it a value of 0.9009 ....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 5 ], <feature> feature: [ LFCC-50 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.2635 ]> )|Yes person yes was detected by Cepstrum with a shap value of 0.263yes ....
accurate|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ replay ], <detected_by> detected by: [ CNN ]> )|The Audiosignal was detected by CNN audio was a PhysicalAccess audio ....
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ LFCC-51 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.2458 ]> )|Yes Cepstrum which a shap value of 0.2383 was used to detect the sample as Audiosignal ....
value_error|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ GTCC-10 ], <shap_value> shap value: [ 0 ]> )|sh determined that the Cepstrum feature was one of the more important features by assigning it a value of 0 ....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 4 ], <feature> feature: [ MFCC-36 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.763 ]> )|Yes person shap was detected by Cepstrum with a shap value of 0.763 ....
value_error|<inform> inform ( <extracted> extracted: [ MFCC ], <extracted> extracted: [ GTCC ], <model> model: [ SVM ], <speaker_id> speaker id: [ 8 ]> )|The audio sample had AudioFeature and CepstralFeature features extracted and passed through a trained ClassificationAlgorithm which determined the id of speaker MFCC ....
hallucination|<inform> inform ( <interpreter> interpreter: [ SHAP ], <feature> feature: [ CQCC-2 ], <feature> feature: [ MFCC-6 ], <feature> feature: [ LFCC-0 ], <feature> feature: [ MFCC-1 ]> )|Interpreters determined that ConstantQFeature Cepstrum LFCC MFCC-4 had the highest impact on the classification ....
accurate|<inform> inform ( <response> response: [ Yes ], <interpreter> interpreter: [ shap ], <important> important: [ MFCC-33 ], <classification> classification: [ bonafide ], <shap_value> shap value: [ -0.0018 ]> )|Yes Cepstrum which a shap value of -0.0018 was used to detect the sample as Audiosignal ....
repetition|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ multi_microphone ], <mic_quantity> mic quantity: [ >1 ]> )|There was more than one CaptureDevice .... There was more than one CaptureDevice ....
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 6 ], <feature> feature: [ MFCC-30 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.8651 ]> )|Yes person 6 was detected by Cepstrum with a s value of -0.8651 ....
