label|data|text
value_error|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ LFCC-21 ], <shap_value> shap value: [ 0.3974 ]> )|LFCC-21 determined that the AudioFeature feature was one of the more important features by assigning it a value of 0.3974 ......
value_error|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ MFCC-30 ], <shap_value> shap value: [ 0.2255 ]> )| determined that the AudioFeature feature was one of the more important features by assigning it a value of 0.2255 ......
repetition|<inform> inform ( <classification> classification: [ spoof ], <edit_type> edit type: [ cloning ]> )|The signal indicates voice cloning ..... The signal indicates voice cloning .....
repetition|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ MFCC-7 ], <shap_value> shap value: [ 0.7656 ]> )|shap determined that the AudioFeature feature was one of the more important features by assigning it a value of 0.7656 ...... shap determined that the AudioFeature feature was one of the more important features by assigning it a value of 0.7656 ......
value_error|<inform> inform ( <interpreter> interpreter: [ shap ], <important> important: [ LFCC-53 ], <shap_value> shap value: [ -0.8942 ]> )|s determined that the AudioFeature feature was one of the more important features by assigning it a value of -0.8942 ......
hallucination|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 5 ], <feature> feature: [ LFCC-46 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.3294 ]> )|shap determined that the AudioFeature feature was one of the more important features by assigning it a value of 0.6906 ...... Yes person 5 was detected by AudioFeature with a shap value of -0.3294 ......
accurate|<inform> inform ( <speaker_id> speaker id: [ 7 ]> )|7 was found to be the id of the speaker in the sample ......
hallucination|<inform> inform ( > )|Interpreters determined that AudioFeature MFCC LFCC MFCC-5 had the highest impact on classification ...... Subband Spectral Flux Coefficients are calculated by First the subband spectral flux SSF of the i-th subband of the t-th AcousticWave frame is computed . Interpreters determined that AudioFeature MFCC LFCC MFCC-5 had the highest impact on classification ...... Then SSFCs are then obtained by performing logarithm and DCT on the SSFs ......
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 3 ], <feature> feature: [ LFCC-6 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ 0.46 ]> )|Yes AudioFeature which a shap value of 0.46 was used to detect the id of speaker yes for the audio sample ......
value_error|<inform> inform ( <response> response: [ yes ], <speaker_id> speaker id: [ 5 ], <feature> feature: [ LFCC-46 ], <interpreter> interpreter: [ shap ], <shap_value> shap value: [ -0.3294 ]> )|Yes person 5 was detected by AudioFeature with a shap value of yes ......
